Difficulty,Discrimination
0.37696780375000005,0.05465954049749999
0.41847563325000003,0.5865856715000001
0.36808506375,0.71442394025
0.4042967572499999,0.44512563674999983
0.26632888575,0.8564483264999998
0.28420625850000003,0.777926876
0.39047723500000003,0.4572143575
0.4363263192500001,0.6930042235
0.3315707152500001,0.7372755607499999
0.37969437925,0.6933857372500001
0.5862532467499999,0.28433417874999994
0.33308861825,0.8085562872500001
0.4487061097500001,0.5987124967500002
0.35728474999999993,0.7356611455000002
0.32533587575000006,0.505899625
0.33961557100000006,0.9362567152500001
0.36807064525,0.4680487715
0.2851842645,0.5257217090000001
0.47677822174999995,0.33726951374999997
0.33386939325,0.52049039825
0.39335869199999995,0.7267708872499996
0.32186537750000005,0.7913626487500001
0.51622081975,0.41134830275
0.2736832255,0.6266984590000001
0.3402498682500001,0.8684079342500001
0.49332835699999994,0.6482852800000001
0.3870959177499999,0.6836062962500001
0.3597811964999999,0.8828653125000001
0.46687966050000007,0.3826041145
0.434227732,0.37178613349999984
0.352185884,0.66401655325
0.40731443149999996,0.71027649625
0.29719126700000004,0.8523940122499998
0.5323035825,0.5131928170000001
0.490459104,0.5429639645000001
0.5632929802500001,0.35716892175000003
0.497839962,0.49254436375
0.37632173274999997,0.60689678825
0.37938954225000004,0.6888106389999997
0.3306488715,0.8081318097500001
0.46870486475,0.5510584344999999
0.3213812225000001,0.83298462625
0.46318720674999997,0.6761349840000002
0.33983436100000003,0.6742355950000001
0.37422139249999997,0.466939658
0.4424395555,0.7267133957499998
0.26159189625,0.79750635525
0.42512000599999994,0.48788248450000005
0.36222529624999994,0.6349696139999998
0.36006278725,0.6601927242499999
0.28037178725000006,0.7318221305000001
0.40105610999999997,0.5313239647500001
0.5776544542500001,0.15522239654999997
0.29966936975,0.7257427304999997
0.37247963399999995,0.5599413527499999
0.5721576562499999,0.35700653275
0.34531295275,0.7457379049999998
0.32359362825000004,0.5098000167500001
0.34263771975,0.7742113462500001
0.5095696455000001,0.48795805575000006
