LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1
-0.1452430912679791,-0.14292041506928715,-0.13634252603591962,0.08429940157307593,-0.1875817877034173,-0.0999722748095285,-0.10573605855254757,0.05537542035945978,-0.043296796904077,-0.02299883752161335
0.12346111299043686,0.12610652677176196,0.09287506946431072,0.09614101885764684,0.3045972306067363,0.11785063733292048,0.11208685358990149,0.29804471856204096,-0.0073798303926325,0.020667531189459236
0.07451568013562658,0.06867337848348419,0.0893217038040941,-0.0340813314619888,0.27445915934279214,-0.06214581124951766,-0.027563108791403453,-0.0227930808661465,-0.13424731246384278,0.08366979743013432
-0.08694645378393659,-0.08307456021791922,-0.10116098468600236,-0.06953545479439825,0.33662159444875206,-0.08759288903744666,-0.09105115928325809,-0.07961226539326664,-0.1552963708322201,-0.16393702898288087
-0.0052745766075929235,-0.004560834091644728,-0.00929160205030331,-0.0011735847620997996,0.13806807596254606,-0.0371509498252315,-0.014095814853155619,0.16842400367577953,-0.18332060127849864,-0.042322574800779694
-0.0015807267298081518,-0.006056111329724723,-0.005481477765223369,0.04515484728951733,-0.5827632284412629,-0.02713447561423087,-0.035203772854457534,0.19811053351771743,0.147715524292685,0.06408995485511658
0.1400783390183053,0.14423573981257315,0.10928311849982689,0.06824781469655473,0.4856223824335629,0.08907406091385536,0.09944887165128931,0.1774520783068133,-0.03090482165278165,-0.1316828244471995
-0.11650242553753014,-0.11927037403234116,-0.08880792205776336,-0.17118262205297322,-0.6213566868585432,-0.06342242053430361,-0.020770420835962883,0.11525487549928559,-0.07190889168578822,0.024769718589612976
-0.032261829172745705,-0.032490541436024666,-0.052662692213706966,-0.15067461211025138,-0.5197217548561142,-0.07706316339225443,-0.02864737995089489,0.1267355297099642,-0.07390562485592694,-0.16387078317925247
0.1749157491971038,0.168248214615148,0.1269189541755717,-1.1054741812640971,-0.3229798509288235,0.03668025463556242,0.0977763623115639,0.2744363340350958,-0.6125400624924873,-0.11453935480708544
-0.25041474265119346,-0.24817324787429365,-0.22081280443537987,-0.3080522938396865,-0.5811129885190518,-0.1522874780384381,-0.1465236942954192,-0.1715000905151682,-0.2187244906445712,-0.10845875069221853
-0.08923610725698698,-0.08862159255688924,-0.09523293613086156,-0.07308038999587203,0.05851482377589288,-0.02448366212358074,-0.07174668881633654,-0.20383905036223102,-0.008868659550327545,-0.08777439772094715
0.08095264484015893,0.07736312370956286,0.07521749980217604,0.17487899985284333,0.043459475490591884,0.15873515035097213,0.11954142089844288,0.02040434051851605,0.012042578193606733,0.054139106335534946
0.10834743714515538,0.11139585999909996,0.08062849352787042,0.07629703446442723,0.9614982829303574,0.057736992024977674,0.056584235276373754,0.11969766726243188,-0.04736289580976201,-0.0770210669063199
0.09927651803601531,0.09662533322638021,0.0687892052541241,0.10590816126468923,-0.18505403989873556,0.17230055216844284,0.15270368744217785,-0.170324370333242,0.16128313518018464,0.1065027786602408
-0.009296454159981595,-0.009950213172962751,-0.02065934541257918,-0.27467749451172213,-0.36908360544326224,-0.06014479681744356,-0.057839283320236155,-0.116118861620784,-0.012671510002391312,-0.10860444647524178
0.006424357285448354,0.009263871620432865,-0.0411478416032108,-0.04163780057419013,-0.03133256733788916,-0.10510899924853254,-0.09242867501389054,-0.07773102646919207,-0.21203092855641242,-0.15029314279855818
0.14392982698391052,0.14097311318098965,0.14315096095871047,0.012365581250700789,0.3698042418861012,0.11850327069047248,0.10005916271281179,0.08572175065205202,0.0040761567303050665,0.031689522420843066
-0.07585934767434428,-0.07470141825438807,-0.051195742161683225,0.01148071409709444,-0.118956596592941,-0.06362427265995849,-0.0451801646822977,-0.04748567817950526,-0.17143690984531143,-0.045180071224164634
0.09580900702271697,0.10097063220753344,0.016983190685337612,-0.03831718132834071,0.2055055713915285,0.20320005789432088,0.06486924806186475,0.4598579575099321,0.020488352887982793,0.019017998847351995
-0.019150407212399592,-0.021949381980012332,-0.03014124666517487,-0.1859921748805846,-0.185374579169739,-0.3605936049575168,-0.005544526387546103,-0.06087685032052844,-0.16302413838898203,-0.06356762374611766
-0.16503939395551798,-0.17153040943708603,-0.15462805265600862,-0.05939862711611412,-0.6947257493595947,-0.07223710511354234,-0.09068121309120311,-0.0872229428453917,0.0027257850507532606,-0.11005957613311393
-0.010673837245644552,-0.011138260440617314,-0.0051266646134221884,0.06988576353066708,-0.28067218165253505,0.012128032492830548,0.019044572984453268,-0.0781712461478006,-0.03872460217699894,0.039649282025462904
-0.06754759745930494,-0.06958855888800096,-0.0804934509891997,-0.04191683939480406,-0.5241516246655128,-0.04921584424074678,-0.042299303749124065,0.0959340900200699,-0.16224070867349882,0.01591781017448722
