Difficulty,Discrimination
0.20643064749999995,0.57030918
0.28249111499999996,0.9442102249999997
0.41817988999999994,0.45573512975000013
0.325568216,0.5123221045000002
0.33172983074999995,0.5792514145000001
0.35244148875,0.49565965375000004
0.39025075899999995,0.48766138049999996
0.328508162,0.8208172920000001
0.3332671152500001,0.7376456897500001
0.35177429150000006,0.7289828219999998
0.5030983962500002,0.2688524255
0.35427103574999996,0.7573616189999999
0.5468302580000001,0.34998375224999995
0.27367842575,0.7407047235
0.30861902175000006,0.7583332727499998
0.2627791627499999,0.599098161
0.44503110025000014,0.5253070145000001
0.337546038,0.6234925962499998
0.39385186399999994,0.5930770637500001
0.2867280394999999,0.7629324109999999
0.35655677924999996,0.83135379675
0.30078623299999996,0.9215757052500001
0.29176196449999997,0.7829978882500002
0.51161522375,-0.21389573012499996
0.35628816899999993,0.55654960925
0.33227315849999994,0.8310881185000001
0.2974754869999999,0.8394347959999999
0.4407365254999999,0.6465574749999999
0.44598901699999993,0.6352489174999999
0.48264525024999994,0.6314092997499998
0.3551599899999999,0.6480264790000001
0.526549821,0.39520053325000004
0.2979354840000001,0.8365923432500001
0.34893225975,0.9154696707500001
0.32715720075,0.8207723667500002
0.35047059324999996,0.3282012705250001
0.365897565,0.7446693125
0.4821646474999999,0.16984042924999998
0.2962461677499999,0.7801829152500002
0.35993248375,0.6880228545
0.460090942,0.6185068245
0.4688972334999999,0.6123820694999998
0.3335187567499999,0.82228555925
0.35598349025,0.7578639425000001
0.37140303999999996,0.5784494624999998
0.28656956150000007,0.9680958900000001
0.22491224475,0.6605728812499998
0.47196512474999996,0.6783719665000001
0.5644279054999999,0.5489507665
0.24942484024999997,0.93409077625
0.39518012750000003,0.5674540047499999
0.33110412575,0.74126479525
0.29116129100000004,0.8969025292499999
0.5995915162500001,0.5617858467500002
0.31405882625000003,0.8184785997499999
0.31001904724999985,0.7623674475000001
0.35405980825,0.598702394
0.34788158375000006,0.8033391985
0.34849064725000006,0.7922943737500001
0.42071643775,0.7293975050000002
0.40169222425000006,0.49941481875000004
0.3029882445,1.0349944307499999
0.4480774390000001,0.6330610727499999
0.325629394,0.8768491104999999
0.3338513755,0.6792270174999999
0.3226683215,0.7042844417500002
0.26160361474999994,0.7742649285000001
0.27104577300000005,0.76698044775
0.41635247799999997,0.59924587075
0.3036834425,0.692638308
0.5188397565,0.4214475697499999
0.42470328724999995,0.5685992944999999
0.30700051775000003,0.8868859354999999
0.29054809174999996,0.77710131525
0.29927214074999997,0.8798630912500001
0.30403051825,0.79777377775
0.313833095,0.6595702984999999
0.30793594475,0.7550159975000001
0.25961746224999993,0.9224581582500001
0.5746437735000001,0.4039480374999999
0.29781990775,0.7526952690000002
0.3126370774999999,0.7288636417500001
0.32761422025000003,0.7901912995000001
0.48444007125,0.42643829224999996
0.299609404,0.8318481744999999
0.3381202830000001,0.6548081087500001
0.45148092674999996,0.5819286119999999
0.23615560475000003,0.7431487465
0.405592679,0.5655881467499999
0.2695189799999999,0.6758279477500001
0.383864755,0.648840555
0.5529576265,0.5767049935
0.36736701349999995,0.4947883252499999
0.28858039449999995,0.6896950690000001
0.3117640805000001,0.7473288725
0.379704083,0.6952688042500001
0.2621901239999999,0.67247093975
0.32112895299999994,0.850976484
0.31192262749999994,0.80390545175
0.5665228605,0.38731197300000003
