LinearRegression,BayesianRidge,SVR,SVR.1,KNeighborsRegressor,DecisionTreeRegressor,RandomForestRegressor,AdaBoostRegressor,MLPRegressor,MLPRegressor.1
-0.2015603093789751,-0.20189536045497658,-0.15465147012516345,0.03979136545880124,-0.02385324373332815,0.5335593992981286,-0.15692923508768494,-0.14589007510220636,-0.07142379850403296,-0.02639757023160544
-0.557198144913714,-0.557805829009993,-0.5254558803853013,-0.34299466822299196,-0.4092714451086823,-0.552390907508651,-0.5141001741472557,-0.4133274622617178,-0.3852071208427055,-0.3945635089793468
-0.856487325237494,-0.8559459256936331,-0.7608215386199824,-0.668187203757038,-0.9855155963506611,-1.3809772687716269,-1.0388715362804737,-0.8802522940456907,-0.9911815299116248,-0.7487616514768669
-1.006636394931792,-1.0058727593624233,-0.8986076183722991,-0.8592476303950194,-0.5674561140770685,-0.4833420440700694,-0.42496436861745057,-0.9028769847189192,-0.8731591424074737,-0.9606073310539296
0.5066292059682451,0.507457185165565,0.618237418505196,0.6378347191024852,0.6791897294595001,0.42684751943850274,0.47706487466656194,0.45629586025747054,0.66110638762082,0.5318859142425592
-0.13245140263099853,-0.13409655308038326,-0.15842339059285204,-0.15523469807590762,-0.13809772687716282,-0.28247262315783284,-0.2981655466666013,-0.11769692631576367,-0.15358804192353426,-0.1339644311128556
0.27753398600631296,0.27684287870344904,0.3046354176113337,0.48059428483565003,0.493385515115681,0.7407059896138726,0.6565919196068734,0.3650415437731991,0.45113137359261013,0.434772570345987
0.15695539936345626,0.15488189715963752,0.10715420360508143,-0.03653898218693252,-0.025108677614029684,-0.31385847017536983,-0.1694835738946998,-2.220446049250313e-16,-0.016447935947847103,0.008745020070850651
-1.1385427667384451,-1.1388846158562804,-1.0920121025470524,-0.8976278324653455,-0.9654286542594374,-0.4080160112279806,-1.0985046456137941,-1.0874654856283157,-1.0088130626525365,-0.9636006651297465
0.0023408924438747536,0.0013509941968770645,0.012820584037846028,0.16018511129160812,0.13809772687716293,0.16948357389469987,0.11926621866664078,0.03687837024560603,0.17741801892202735,0.1322053807815019
-0.5297022137819727,-0.5307593922806841,-0.5229653225433035,-0.38360026112548223,-0.2887497925613401,-0.3766301642104438,-0.05021735522805937,-0.5406212148770746,-0.3725800614021898,-0.40831343355496147
-0.5911286921531903,-0.591351684792188,-0.5379860421280336,-0.3447268977574518,-0.14814119792277458,-0.25108677614029584,-0.20714659031574403,-0.4597485452775762,-0.45428640716625956,-0.4131262331236393
-0.6867781418270802,-0.6851872096350184,-0.5327268547317006,-0.8319044164765275,-0.8386298323085881,-1.6697270613329676,-1.6446183837189379,-0.8488495046006144,-0.8151518588293005,-0.9173849729456328
-0.24486739000719,-0.244803871394646,-0.17578611926119903,-0.005417962042207127,-0.15065206568417744,0.1004347104561184,0.10294557821752137,-0.4411280798314822,-0.04871642668310582,-0.07041350951004166
0.6565258752755203,0.6561657431440582,0.702039455431776,0.8963207396216876,0.7607929317050961,1.2177708642804346,0.9290210717190944,0.6952506249677846,0.7851614916448266,0.8308932685139476
-0.1696957869226075,-0.16831273838042277,-0.02720906712300042,-0.2538797282147661,-0.5875430561682923,-0.32013563957887725,-0.34587203413325773,-0.4722193403901706,-0.4128044647083722,-0.3377480085549218
