,ability,mean_error,grade
20170141214,0.688633382320404,0.2871794871794871,9
11412497,0.5648640394210815,1.005128205128205,5.5
20170027630,0.5593804121017456,1.0769230769230769,5
20170110227,0.4419699013233185,1.2205128205128204,4
20170073034,0.5753766298294067,1.0769230769230769,4
2016090227,0.5479225516319275,0.6461538461538461,4.5
20170024290,0.3647877275943756,0.9333333333333331,5.3
20170061679,0.36258330941200256,1.723076923076923,1.5
2016084702,0.5518372654914856,1.005128205128205,4.5
20170016539,0.4283553659915924,1.435897435897436,4.5
20170018936,0.5677306652069092,1.2923076923076922,5.5
20170101451,0.6587085127830505,0.5743589743589743,6
20170071559,0.6636486649513245,0.5743589743589743,7
20160121307,0.7569456696510315,0.358974358974359,8.5
20170015291,0.7298534512519836,0.14358974358974355,9.3
20170110183,0.5206376910209656,0.9333333333333332,5.5
20170058655,0.7725530862808228,0.43076923076923074,8
20170112348,0.6854862570762634,0.717948717948718,7.8
20170027158,0.4306783378124237,1.7948717948717947,2.5
20170008410,0.443930983543396,1.0769230769230769,3.5
20170157420,0.4497857093811035,1.651282051282051,1.5
20170022071,0.3249453008174896,1.938461538461538,1.5
20170109324,0.5261233448982239,1.0769230769230769,4.5
20170018097,0.5078153014183044,1.364102564102564,2.8
20170200235,0.40501588582992554,1.8666666666666665,0.5
20170017797,0.6421315670013428,0.5025641025641026,6.5
20170164380,0.4975425899028778,0.9333333333333331,3
20170059376,0.655367910861969,0.358974358974359,5.8
