,difficulty,discrimination,mean_error
0,0.2897050678730011,1.0936893224716187,0.4491978609625666
1,0.3841879665851593,0.7726942300796509,0.6417112299465237
2,0.2971789240837097,0.6812961101531982,0.5695187165775397
3,0.37523895502090454,0.7174177169799805,0.7941176470588236
4,0.3353874087333679,0.5606914758682251,0.7459893048128344
5,0.4931297302246094,0.3318832516670227,1.03475935828877
6,0.44692757725715637,0.5573650598526001,0.9064171122994656
7,0.5747449994087219,0.8271188139915466,1.8850267379679158
8,0.4904468059539795,0.28279510140419006,1.7406417112299475
9,0.3999742269515991,0.6724342703819275,0.9946524064171125
10,0.43773823976516724,0.5265766978263855,1.0026737967914443
11,0.4038597345352173,0.76633220911026,1.2352941176470595
