,ability,mean_error,grade
2016094066,0.5863675475120544,0.9919999999999999,5.4
20170061991,0.3586750030517578,1.4879999999999998,3
20170110906,0.5548928380012512,0.24799999999999997,6.25
11219029,0.5165692567825317,1.4879999999999998,2
20170073517,0.6513990759849548,0.14880000000000002,7.25
20160157990,0.4982892572879791,1.0416000000000003,1.5
20170109549,0.642195463180542,0.14880000000000002,9.25
20170059053,0.5298123359680176,0.7439999999999999,4.5
11500456,0.457054078578949,1.1408000000000003,2.7
20170109941,0.6573650240898132,0.24799999999999997,7.5
20170023631,0.4297974705696106,1.1903999999999997,5.6
20180065054,0.44965437054634094,1.1408,3
20160155708,0.5251839756965637,1.3392,2
11410085,0.6352181434631348,0.5456,4
20170195538,0.44349995255470276,1.0415999999999999,3.75
11514190,0.45433977246284485,0.9423999999999999,5.15
20170026858,0.4762512743473053,0.5952000000000001,7.5
20170078596,0.404988557100296,1.1904000000000001,2.8
20170062578,0.49674081802368164,0.8432,2
11508019,0.49966922402381897,1.3888,3
20170009712,0.5118676424026489,1.24,2.75
2016066320,0.48003068566322327,1.5375999999999999,1.5
20170160793,0.4465843737125397,1.1904000000000001,3.25
20180161810,0.5470408201217651,0.4464,5.8
20180161794,0.4457695782184601,0.6944,3.5
20170108078,0.41135653853416443,1.3887999999999996,2.75
2016088480,0.524307370185852,0.7936000000000001,4.9
11316792,0.5407384634017944,1.1407999999999998,3.3
2016077860,0.45291948318481445,1.6368,0.8
11511649,0.48032066226005554,1.5375999999999999,2.75
20160125825,0.5230034589767456,1.4880000000000002,1
