,ability,mean_error,grade
20180053910,0.6352558135986328,0.5324074074074074,9
20180039312,0.6812862157821655,0.7453703703703703,6.7
11509173,0.7100602984428406,1.0648148148148147,5.4
20170157920,0.4933072030544281,0.9583333333333334,5
20180165443,0.6737099885940552,0.8518518518518519,7.5
20180100180,0.512344479560852,1.5972222222222219,3
20180058158,0.6755841374397278,0.5324074074074074,7.9
20180162512,0.5528377890586853,1.2777777777777775,6
20180049130,0.585364580154419,0.9583333333333333,5.5
20180069572,0.7073207497596741,0.42592592592592593,9
20170002613,0.5988301634788513,1.9166666666666667,2.3
20190169114,0.39287951588630676,1.490740740740741,4.4
20180064932,0.5197007656097412,0.8518518518518519,6
20170200235,0.46218958497047424,1.8101851851851851,3
2016069582,0.5010586380958557,1.1712962962962963,5.8
20170112007,0.6929381489753723,1.277777777777778,5
20190169132,0.6918694972991943,0.5324074074074074,7.4
20180042318,0.681842029094696,0.21296296296296297,9.5
20170008410,0.6653304696083069,1.0648148148148149,6
20180052833,0.40848952531814575,1.384259259259259,5.3
20180057633,0.50493985414505,1.0648148148148149,5
20180042739,0.46448686718940735,1.1712962962962963,4.4
20180165819,0.7959311604499817,0.10648148148148148,10
