,ability,mean_error,grade
20170106215,0.684996485710144,0.9622641509433962,8.5
20170159780,0.6465899348258972,0.9622641509433962,8.5
11426766,0.6178337335586548,0.32075471698113206,9.5
11414539,0.4044765532016754,0.9622641509433962,8.5
20170195270,0.5955305695533752,1.2830188679245282,8.8
20170102842,0.48759642243385315,1.6037735849056602,8.5
20170026393,0.45286545157432556,0.9622641509433962,8.8
20170028496,0.5958089232444763,0.32075471698113206,9.5
20170021379,0.49658384919166565,0.9622641509433962,8.5
20170143596,0.4446217715740204,1.6037735849056602,8.5
20170104800,0.6488863229751587,0.6415094339622641,9
20160125683,0.6252043843269348,0.6415094339622641,9
20170009131,0.5713678598403931,0.9622641509433962,9
20160159476,0.5193195343017578,0.9622641509433962,8.5
20160129584,0.23173119127750397,1.9245283018867925,8
20170024236,0.5169373154640198,0.9622641509433962,9
11414029,0.5214141011238098,0.9622641509433962,9
20170101531,0.46271687746047974,0.9622641509433962,9
20170006659,0.34811559319496155,2.2452830188679243,5.5
20170130613,0.5166327357292175,0.32075471698113206,9.5
20170143792,0.5844889879226685,0.9622641509433962,8.5
20180162773,0.6126594543457031,0.6415094339622641,10
20160111730,0.4250115156173706,1.2830188679245282,7.5
20170059957,0.4503571093082428,1.6037735849056602,8.5
20170103634,0.8595647215843201,0.0,10
20170003110,0.7524487376213074,0.32075471698113206,10
20170157804,0.38447266817092896,1.9245283018867925,7.5
20170159021,0.2887413799762726,1.9245283018867925,6.5
20170107580,0.4733666479587555,1.2830188679245282,7.5
20170108640,0.4081941246986389,1.2830188679245282,8.5
20170138498,0.5754761099815369,0.6415094339622641,9
20170105361,0.5197535157203674,1.2830188679245282,7.5
20170104480,0.654817521572113,0.32075471698113206,9.5
20170026419,0.8592512607574463,0.0,10
