,ability,mean_error,grade
20170065874,0.5227656364440918,1.3373860182370823,7.5
20170014230,0.5740064382553101,1.203647416413374,7.5
20170025190,0.7391490936279297,0.13373860182370823,10
20170104800,0.24495664238929749,3.075987841945289,0
11411494,0.41004154086112976,3.6109422492401224,0
2016098353,0.4255475699901581,1.2036474164133741,8.3
20160127641,0.46541208028793335,1.2036474164133741,7
20160127481,0.4244614541530609,1.069908814589666,7.2
20170027238,0.5213367342948914,1.069908814589666,7.5
20160116343,0.4419335722923279,2.407294832826748,4.6
20160130507,0.36064839363098145,1.2036474164133744,6.5
20170061893,0.5884882211685181,0.6686930091185412,7.7
20170028610,0.4803563356399536,0.9361702127659577,7.5
20170021459,0.4444090723991394,1.069908814589666,6.5
20170019138,0.664842963218689,0.40121580547112473,9
20170016010,0.5725103616714478,1.0699088145896658,8
13504565,0.2935240566730499,2.0060790273556233,3.7
20170025215,0.31095170974731445,1.7386018237082073,5.2
20170027837,0.881773054599762,0.0,10
20170019352,0.6291351914405823,0.6686930091185411,8
20160120328,0.564229428768158,0.9361702127659577,7.5
20170035650,0.5179981589317322,0.6686930091185412,9.5
20170023097,0.8703267574310303,0.0,10
20170111402,0.5328684449195862,0.9361702127659577,8.5
20170025995,0.6280773282051086,0.6686930091185412,8.4
20160224926,0.6067330241203308,0.9361702127659577,8
20170079397,0.7310020923614502,0.668693009118541,8.5
20170019817,0.47066056728363037,0.9361702127659575,8
20170066559,0.6343576908111572,0.6686930091185412,9
20170028656,0.5332229733467102,1.2036474164133741,7.3
20170024577,0.5607704520225525,0.6686930091185412,8.8
20160118867,0.4771600365638733,1.3373860182370823,7
2016086108,0.5769211053848267,0.8024316109422495,7.3
20170021412,0.852229654788971,0.0,10
20170024512,0.6229603886604309,1.203647416413374,7.5
20170042735,0.5801706314086914,0.534954407294833,9
20170047811,0.463931143283844,0.8024316109422495,5
20170033010,0.6026086211204529,0.4012158054711247,9
20170044551,0.8731063604354858,0.0,10
20170033790,0.6223903298377991,1.0699088145896658,7
20170116230,0.5654153823852539,0.2674772036474165,9.6
20170111304,0.42170631885528564,1.4711246200607906,5.7
20170040534,0.6286523342132568,0.534954407294833,9.5
20170042978,0.5421070456504822,1.2036474164133744,7.2
