,ability,mean_error,grade
20170058655,0.619901716709137,0.5367965367965367,10
20170109324,0.6807553768157959,0.4025974025974025,10
20170200235,0.6581102013587952,1.2077922077922074,6
20170024290,0.7265104651451111,0.4025974025974025,9.5
20170016539,0.5973501801490784,0.6709956709956709,8.5
20170193355,0.3964415192604065,1.7445887445887442,3
20170110227,0.6248524785041809,0.6709956709956709,8.5
20170019512,0.5317563414573669,1.61038961038961,3.2
20170018097,0.6355171203613281,0.805194805194805,8
20170112348,0.6039857864379883,0.4025974025974025,9.5
20170022071,0.6155603528022766,0.6709956709956708,8
20170157420,0.3133140504360199,2.9523809523809526,0.5
20170015291,0.5970065593719482,0.805194805194805,9.5
20170027630,0.5175270438194275,0.805194805194805,9.5
20170110183,0.522171139717102,0.9393939393939392,7.5
20170024479,0.47471752762794495,0.6709956709956709,9
20170073034,0.34487590193748474,2.6839826839826837,2
2016090227,0.5447087287902832,1.0735930735930734,8
2016084702,0.7451819181442261,0.26839826839826836,9.5
20170141214,0.6425660252571106,0.6709956709956709,8
20170027158,0.9157434105873108,0.0,10
20170061679,0.46031224727630615,1.7445887445887442,6
11412497,0.34443768858909607,1.7445887445887442,3
20170018936,0.5804393887519836,0.5367965367965367,10
20170017797,0.875958263874054,0.13419913419913418,10
20170059376,0.6023538112640381,0.6709956709956709,9
20170203827,0.4085507392883301,1.4761904761904758,5.2
20170101451,0.6860397458076477,0.670995670995671,8
20170164380,0.429195374250412,1.341991341991342,5.5
20160121307,0.42749109864234924,1.0735930735930734,6.5
20170071559,0.37427595257759094,1.61038961038961,7
