,difficulty,discrimination,mean_error
0,0.7710354328155518,-0.24999882280826569,0.24640000000000004
1,0.7925400137901306,-0.735209047794342,0.17600000000000002
2,0.28002676367759705,0.5365520715713501,0.4928000000000002
3,0.4234924614429474,0.3136831521987915,1.1440000000000003
4,0.38548654317855835,0.33939117193222046,0.7040000000000002
5,0.4473237991333008,0.4085482954978943,1.2672000000000003
6,0.5171148777008057,0.1973928064107895,1.5136000000000007
7,0.384464293718338,0.5558840036392212,1.4608000000000003
8,0.5410436987876892,0.09834733605384827,1.4608000000000003
9,0.5042277574539185,0.08026100695133209,1.1968000000000005
10,0.504826545715332,0.12789934873580933,1.3376000000000003
