,ability,mean_error,grade
20170101451,0.3887180984020233,1.542857142857143,4.4
20170061679,0.2746535837650299,2.9892857142857148,6.1
20170016539,0.3907110393047333,0.8678571428571431,8
20170018936,0.5740106105804443,0.4821428571428572,7.9
20170008410,0.33912211656570435,1.4464285714285716,4.5
20170027158,0.5376034379005432,0.3857142857142858,8.9
20170058655,0.2307278960943222,0.4821428571428572,8
20170024290,0.5076645612716675,0.675,7.2
20170027630,0.5680482387542725,0.7714285714285716,7.3
11412497,0.32716020941734314,1.5428571428571431,4.8
20170015291,0.6583356857299805,0.2892857142857143,9
20170141214,0.5016529560089111,0.8678571428571431,7.4
2016084702,0.6666005849838257,0.3857142857142858,8
20170200235,0.3529111444950104,1.4464285714285716,4.2
20170019512,0.3187417984008789,2.507142857142857,2.5
20170112348,0.5705741047859192,0.7714285714285716,7.2
20190109324,0.38970035314559937,0.9642857142857144,6.3
20170110183,0.4001666307449341,0.8678571428571431,6.4
20170110227,0.6770204305648804,0.4821428571428572,8.7
20170018097,0.5314279794692993,1.35,4.4
20170073039,0.4154927730560303,1.157142857142857,5.9
20170022071,0.619223415851593,0.8678571428571429,7.7
20170157420,0.7202020883560181,1.9285714285714288,1.3
20160121307,0.5709722638130188,0.9642857142857142,6.8
20170164380,0.6183009743690491,0.5785714285714286,7.7
20170059376,0.618723452091217,0.1928571428571429,10
20170071559,0.6140782833099365,0.1928571428571429,10
