,ability,mean_error,grade
20170113185,0.6416170001029968,0.6885245901639344,9.2
20170158300,0.7075175046920776,0.3934426229508197,8.5
20170058978,0.6530444622039795,0.3934426229508197,9.4
20170108962,0.8724644780158997,0.0,10.0
20170112811,0.746477484703064,0.19672131147540986,7.9
20180164446,0.6295371651649475,0.3934426229508197,7.8
20170143513,0.4228028357028961,1.5737704918032789,4.1
20170113891,0.39466992020606995,0.2950819672131148,8.5
20170164809,0.6016411185264587,0.5901639344262295,7.1
20170129579,0.9029818773269653,0.0,10.0
20170024559,0.6588655710220337,0.6885245901639344,8.4
20170130337,0.5826529860496521,0.3934426229508197,8.1
20170133007,0.45232778787612915,1.5737704918032787,1.5
20180013218,0.5639670491218567,0.9836065573770492,6.0
20170111663,0.64391028881073,0.4918032786885246,9.5
20170111289,0.39206957817077637,1.4754098360655739,3.0
20170152334,0.46101120114326477,0.9836065573770492,3.3
20170157368,0.8829091191291809,0.0,10.0
20170111206,0.4490414559841156,1.7704918032786887,1.9
20170110245,0.9701482653617859,0.0,10.0
20170015658,0.901016116142273,0.0,10.0
20170114066,0.5974809527397156,1.4754098360655739,2.1
20180059754,0.37009915709495544,1.9672131147540983,0.9
20170114039,0.5086365342140198,1.081967213114754,4.0
20170155130,0.4389708340167999,0.8852459016393444,7.9
20170195396,0.6930217742919922,0.2950819672131148,9.1
20170144931,0.5350668430328369,0.8852459016393444,4.2
20170113766,0.81798255443573,0.19672131147540986,9.1
2016094066,0.4565802216529846,1.278688524590164,4.0
20170061991,0.3961620330810547,1.278688524590164,3.6
20170110906,0.7857041954994202,0.19672131147540986,9.1
20170073517,0.588955283164978,0.8852459016393444,6.9
20160157990,0.43537816405296326,1.3770491803278688,3.1
20170109549,0.5895686745643616,0.7868852459016394,6.7
20170059053,0.5947952270507812,0.7868852459016394,7.1
11500456,0.3920658528804779,1.5737704918032789,4.3
11505295,0.5084149837493896,1.1803278688524592,3.8
20170109941,0.649728000164032,0.5901639344262296,7.4
20180065054,0.5621802806854248,1.3770491803278688,3.7
20160155708,0.36047032475471497,1.8688524590163935,2.0
11017241,0.3314143121242523,1.8688524590163935,0.0
20170195538,0.4828084111213684,1.7704918032786887,4.3
11507006,0.4641503691673279,1.6721311475409837,0.8
11514190,0.5447720289230347,1.0819672131147542,6.2
20170078596,0.5648095011711121,0.8852459016393444,4.0
20170062578,0.45909520983695984,1.6721311475409837,1.6
11508019,0.3379128873348236,2.163934426229508,0.0
20170009712,0.5802788138389587,0.8852459016393444,4.9
20170160793,0.43253982067108154,1.3770491803278688,2.4
20180161810,0.37986162304878235,1.2786885245901638,3.8
20170108078,0.3864315152168274,1.6721311475409835,0.5
2016088480,0.5100614428520203,1.081967213114754,5.4
20170010910,0.41735348105430603,1.6721311475409837,0.4
20160125825,0.34027671813964844,2.065573770491804,0.0
