,ability,mean_error,grade
20180053910,0.8471104502677917,0.0,10
20180057633,0.7353036999702454,0.21524663677130046,9
20180164335,0.35368114709854126,1.2914798206278026,3.5
20170109988,0.36057621240615845,1.8295964125560538,1.5
20180064932,0.689789354801178,0.6457399103139012,8.3
20170112007,0.47133195400238037,0.9686098654708519,6
20180162512,0.26030248403549194,1.7219730941704037,5
20180157420,0.49439701437950134,0.8609865470852018,5.5
11509173,0.28139764070510864,1.8295964125560538,3
20190169132,0.6074771881103516,0.6457399103139012,8
20180165443,0.37048518657684326,1.2914798206278026,4.5
20180039312,0.597502589225769,0.5381165919282511,8.5
2016069582,0.4980129599571228,0.9686098654708519,5.8
20180052833,0.5377213954925537,1.1838565022421523,7
20170200235,0.4329189956188202,1.0762331838565022,6.5
20180058158,0.7410163879394531,0.5381165919282511,7.5
20180069572,0.5437533259391785,0.4304932735426009,7.5
20180042318,0.5267420411109924,0.8609865470852018,6
20170002613,0.33224478363990784,2.044843049327354,2
20170008410,0.8700906038284302,0.0,10
20190169114,0.4260484576225281,1.1838565022421523,5
20180165819,0.4011070728302002,1.1838565022421523,5.5
20180049130,0.6594766974449158,0.4304932735426009,8.5
20180042739,0.28839313983917236,2.2600896860986546,0
